Emotions,Path
neutral,./Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-02-01-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-02-01-02-11.wav
happy,./Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-02-02-01-11.wav
neutral,./Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-01-01-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-01-02-11.wav
fear,./Audio_Speech_Actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
angry,./Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-01-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-01-02-02-11.wav
sad,./Audio_Speech_Actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
disgust,./Audio_Speech_Actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-01-01-11.wav
surprise,./Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-02-01-11.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-02-01-12.wav
neutral,./Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-02-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-01-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-01-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-01-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-01-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-02-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-02-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-01-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-01-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-01-02-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-02-02-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-01-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-02-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-02-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-01-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-02-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-02-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-01-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-02-01-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-02-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-01-02-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-01-01-12.wav
neutral,./Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-01-02-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-02-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-02-01-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-01-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-01-02-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-02-02-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-02-01-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-01-01-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-01-02-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-02-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-01-01-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-02-01-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-02-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-02-01-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-01-02-12.wav
neutral,./Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-02-01-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-02-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-02-01-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_12/03-01-03-01-02-02-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-02-02-01-12.wav
calm,./Audio_Speech_Actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
neutral,./Audio_Speech_Actors_01-24/Actor_12/03-01-01-01-01-02-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-02-01-01-12.wav
surprise,./Audio_Speech_Actors_01-24/Actor_12/03-01-08-01-02-01-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-01-01-02-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-01-01-01-12.wav
angry,./Audio_Speech_Actors_01-24/Actor_12/03-01-05-02-02-01-12.wav
fear,./Audio_Speech_Actors_01-24/Actor_12/03-01-06-02-02-02-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-01-02-02-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-02-01-12.wav
disgust,./Audio_Speech_Actors_01-24/Actor_12/03-01-07-02-01-01-12.wav
sad,./Audio_Speech_Actors_01-24/Actor_12/03-01-04-02-01-02-12.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-02-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-02-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-01-13.wav
neutral,./Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-02-01-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-01-01-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-01-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-02-02-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-01-02-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-01-01-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-02-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-02-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-02-01-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-01-02-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-02-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-02-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-02-01-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-01-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-01-02-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-01-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-01-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-02-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
neutral,./Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-02-02-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-02-02-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-02-01-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-01-02-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-01-02-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-01-01-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-02-01-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-02-02-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
neutral,./Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-01-02-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-02-01-13.wav
neutral,./Audio_Speech_Actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-01-01-01-13.wav
calm,./Audio_Speech_Actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-01-02-02-13.wav
happy,./Audio_Speech_Actors_01-24/Actor_13/03-01-03-02-01-02-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_13/03-01-08-02-01-01-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-01-01-13.wav
disgust,./Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-02-01-13.wav
sad,./Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-02-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-02-02-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
angry,./Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-01-13.wav
fear,./Audio_Speech_Actors_01-24/Actor_13/03-01-06-01-01-02-13.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-01-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-02-01-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-02-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-02-01-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-01-01-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-02-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-01-02-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-01-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-01-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-02-02-14.wav
neutral,./Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-02-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-02-01-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-01-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-02-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-02-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-01-02-14.wav
neutral,./Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-01-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-02-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-01-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-02-02-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-01-02-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-01-02-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-01-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-01-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-02-02-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-02-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-02-01-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-01-01-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-02-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-02-01-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-01-01-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-02-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-02-02-14.wav
neutral,./Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-02-02-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-01-02-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-02-01-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-02-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-01-01-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-01-01-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-01-02-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-02-02-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-02-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-01-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-02-01-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-01-02-14.wav
fear,./Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-02-02-14.wav
angry,./Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-01-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-01-02-01-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-01-02-02-14.wav
sad,./Audio_Speech_Actors_01-24/Actor_14/03-01-04-02-01-02-14.wav
disgust,./Audio_Speech_Actors_01-24/Actor_14/03-01-07-02-01-01-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
happy,./Audio_Speech_Actors_01-24/Actor_14/03-01-03-01-02-02-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-01-14.wav
neutral,./Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-01-02-14.wav
calm,./Audio_Speech_Actors_01-24/Actor_14/03-01-02-01-01-01-14.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-02-02-01-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-01-01-01-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-02-02-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-01-02-01-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-01-02-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-01-01-01-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-02-02-01-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-02-02-02-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-02-02-02-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-01-01-02-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-01-01-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-02-01-15.wav
neutral,./Audio_Speech_Actors_01-24/Actor_15/03-01-01-01-02-02-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-02-01-01-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-01-02-01-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-02-02-15.wav
neutral,./Audio_Speech_Actors_01-24/Actor_15/03-01-01-01-01-01-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-01-02-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-02-01-02-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-01-02-02-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-01-01-02-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-01-01-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-02-01-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-02-02-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-01-02-02-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-02-01-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-02-01-01-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-02-01-02-15.wav
neutral,./Audio_Speech_Actors_01-24/Actor_15/03-01-01-01-02-01-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-02-02-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-01-01-01-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-02-02-01-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-01-01-02-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-02-02-02-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-02-02-01-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-02-02-02-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-01-01-02-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-01-01-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-01-01-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-01-02-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-01-02-02-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-02-01-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-01-02-01-15.wav
surprise,./Audio_Speech_Actors_01-24/Actor_15/03-01-08-02-01-01-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-02-01-01-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-02-01-02-15.wav
sad,./Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-02-02-15.wav
disgust,./Audio_Speech_Actors_01-24/Actor_15/03-01-07-01-02-01-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-02-01-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-02-02-15.wav
fear,./Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-01-02-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_15/03-01-05-01-01-01-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-01-01-15.wav
neutral,./Audio_Speech_Actors_01-24/Actor_15/03-01-01-01-01-02-15.wav
calm,./Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-02-01-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-01-02-02-15.wav
happy,./Audio_Speech_Actors_01-24/Actor_15/03-01-03-02-01-02-15.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-02-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-01-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-01-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-01-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-01-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav
neutral,./Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-01-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-01-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-02-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-02-16.wav
neutral,./Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-01-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-01-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-01-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-02-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-02-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-01-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-02-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-02-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav
neutral,./Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-01-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-01-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-02-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-01-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-02-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-01-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-02-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-02-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-01-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-01-16.wav
sad,./Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-02-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-02-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-01-16.wav
angry,./Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav
fear,./Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-02-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-01-16.wav
surprise,./Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav
neutral,./Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-02-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-01-16.wav
calm,./Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
happy,./Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
disgust,./Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-02-01-17.wav
sad,./Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-02-17.wav
sad,./Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-02-17.wav
disgust,./Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-01-17.wav
angry,./Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-01-17.wav
fear,./Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-01-02-17.wav
